ID,Dish_id,Language,Name,Ingredients of a standard portion for an adult,Recipe,Tip
205,47,sp,Tortilla con cebolla y ajo,"Huevo,120,g;
Cebolla,60,g,;
Ajo,10,g;
Aceite de oliva,10,ml;","En una sartén, añadir aceite de oliva y una vez caliente freír la cebolla. Cuando cambie de color añadir el ajo. A un lado, batir los huevos y añadirlos a la sartén. Darle porma de tortilla con una espátula y servir una vez hecho.",
206,48,sp,Empanada de atún y huevo al horno,"Atún,25,g;
Huevo,15,g;
Harina de arroz integral,56,g;
Cebolla,10,g;
Agua,18,ml;
Maíz en lata,20,g;
Tomate,25,g;
Aceitunas negras y verdes sin hueso,10,g;
Aceite de oliva,10,ml;
Levadura,3,g;
Orégano,3,g;","Mezclar los ingredientes de la masa (harina, levadura, sal, aceite y agua). Amasar durante 10 minutos. Dejar reposar la masa en un bol cubierto con un trapo durante 1h para que duplique su tamaño. Pasado el tiempo, volver a amasar y separar en dos porciones. Dar forma de empanada a la masa y reservar. En una sartén, pochar la cebolla y el maíz con muy poco aceite de oliva virgen extra. Cuando esté pochado, añadir el atún bien escurrido de aceite/agua, las aceitunas cortadas y el sofrito casero*  Rehogar bien, apagar el fuego y añadir orégano y los huevos bien picados. Cuando el relleno se haya enfriado, poner encima de una de las masas. Cubrir con un poco de queso y tapar con la masa, cerrando los bordes para que no se desmonte. Hornear a 180ºC hasta que se dore. Listo para servir. *(Cortar los tomates y la cebolla y hervir en una olla tapada con un poquito de aceite de oliva virgen extra a fuego medio. Dejar cocinar hasta que reduzca el agua).
",
207,49,sp,Huevos revueltos con verduras,"Huevo,90,g;
Espárrago verde,40,g;
Brócoli,40,g;
cebolla blanca,20,g;
Tomate,30,g;
Tomate concentrado,10,g;
Guisante en lata,30,g;
Pimienta negra molida,0.3,g;
Comino,0.5,g;
Agua,0.5,ml;
Aceite de oliva,10,g.","Pelar y cortar en cubos pequeños la cebolla y cocinar en sartén precalentada con aceite. Lavar los espárragos y el brócoli y cortar las partes comestibles en pedazos pequeños. Lavar y pelar los tomates, cortarlos en dados. Cuando la cebolla esté cocida, añadir los espárragos y el brócoli. Saltear todo a fuego medio durante 5 minutos. Incorporar el tomate cortado, el tomate concentrado y agua. Condimentar con comino, pimienta negra molida y sal. Remover integrando todos los ingredientes. Dejar cocinar durante 5 minutos más. Incorporar los guisantes. Remover y hacer dos huevos en la sartén donde colocar los huevos. Bajar la intensidad del fuego, tapar la sartén y dejar cocinar por 3 minutos. Servir.",
208,50,sp,"Tarta de huevo, calabacín y cebolla","Huevo,120,g;
Leche (o bevida vegetal),100,ml;
Calabacín,60,g;
Cebolla,60,g;
Aceite de oliva,15,ml;",Lavar y picar la cebolla y el calabacín. Dóralos en una sartén con un poco de aceite de oliva. Retirar y reservar. Batir los huevos y añadir una pizca de sal. Mezclar los huevos con el calabacín y la cebolla en una fuente de cristal. Añadir la leche o la leche vegetal. Precalentar el horno a 180 grados durante 10 minutos. Hornear durante unos 20 minutos. Sacar del horno y servir.,
209,51,sp,Huevos fritos con verdura salteada,"Huevos,120,g;
Zanahoria,70,g;
Calabacín,70,g;
Pimiento rojo,70,g;
Cebolla,60,g;
Aceite de oliva,20,ml;","Lavar y cortar la verdura en laminas. Añadirlas en una satén con aceite de oliva y saltear. Por otro lado freír los huevos. Una ved ambas partes cocinadas, servir en un plato.",
210,52,sp,Huevos rotos con jamón,"Huevos,120,g;
Patatas,120g;
Jamón,60,g;
Aceite de oliva,15,ml;","Pelar las patatas, las cortamos en rodajas y las enjuagamos bien bajo el grifo del agua, escurrimos bien. En una sartén amplia o cazuela ponemos el aceite, vertemos las patatas, las ponemos primero a temperatura media, deben estar cubiertas, cuando comprobemos que las patatas ya están tiernas, subimos el fuego al máximo y dejamos que se doren. Sacamos las patatas y dejamos sobre papel de cocina. Ponemos las patatas en el plato o fuente donde los vayamos a servir. Añadimos el jamón encima de las patatas. Freímos los hevos y los ponemos enzima. Ya está listo para comer.",
211,53,sp,"Risotto con pera, espinacas y nueces","Arroz,70,g;
Espinacas, 120,g;
Cebolla, 20,g;
Pera, 100,g;
Nueces,10,g;
Ajo,2,g;
Queso parmesano, 10,g;
Caldo de verduras, 200,g;
Aceite de oliva, 10, g;","Lavar y escurrir las espinacas. Dorar el ajo y la cebolla finamente picados en una sartén con un poco de aceite. Agregar las espinacas, tapar y deja cocer. Agregar el arroz y dejar que se tueste. Añadir la pera pelada y cortada en cubitos. Añadir el caldo y mezclar hasta que se absorba por completo y hasta que el arroz esté cocido al punto correcto. Servir el risotto con nueces picadas, aceite de oliva virgen extra crudo y queso parmesano.",
212,54,sp,Arroz a la cubana,"Arroz,75,g;
Salsa de tomate,50,g;
Huevo,60,g;
Aceite de oliva,10,g;",Hervir el arroz en abundante agua y escurrir. Hacer el huevo a la plancha con un poco de aceite. Servir y añadir salsa de tomate. ,
213,55,sp,Fideos de arroz con gambas,"Fideo de arroz, 80,g;
Pimiento rojo,50,g;
Pimiento verde,50,g;
Brócoli,50,g;
Gambas,40,g;
Aceite de oliva,10,g;",Hervir los fideos según las indicaciones del fabricante y posteriormente escurrir. Limpiar y trocear en tiras finas los pimientos y el brócoli. Limpiar las gambas. Calentar una sarten y saltear las gambas con la verdura y el aceite de oliva. Mezclar los fideos con las verduras y gambas.,
214,56,sp,Ensalada de arroz con pollo,"Arroz, 80,g;
Pechuga de pollo,50,g;
Espárragos trigueros cocidos,25,g;
Tomate,25,g;
Maíz cocido,15,g;
Aceite de oliva,15,ml;
Vinagre,5,ml;
Comino molido,3,g;","Poner el arroz en remojo unos minutos. Cocemos siguiendo las instrucciones del fabricante (12 minutos aproximadamente). Escurrir en un colador. Para hacer el aliño, mezclar en un cuenco el aceite, el vinagre y añadir una pizca de comino molido. Mezclar bien hasta emulsionar y reservar. Picar los espárragos verdes en trocitos y escurrir el maíz cocido de la lata. Cortar los tomates en pequeñas porciones y preparar el pollo asado, cortando la pechuga en porciones pequeñas. Mezclar los ingredientes para que queden bien repartidos y aliñar. Listo para servir. 
",
215,57,sp,Tomates rellenos con arroz integral y atún,"Arroz integral,30,g;
Tomate,100,g;
Zanahoria,15,g;
Atún en lata,50,g;
Queso blanco untable,20,g;
Aceituna,2,g;
Pimienta negra molida,0.2,g;","Cortar la parte extrema de los tomates alrededor del tallo. Vaciarlos con una cuchara y dejarlos boca abajo para que escurran todo el agua y las pepitas. Lavar, pelar y rallar la zanahoria. En un bol grande, mezclar el atún bien escurrido, el arroz, el queso untable blanco, la zanahoria rallada y salpimentar a gusto. Rellenar los tomates, decorarlos con media aceituna. Llevar a la nevara antes de servir. Servir.",
216,58,sp,Arroz caldoso con verduras,"Caldo de verduras,320,ml;
Arroz bomba,80,g;
Pîmiento verde,50,g;
Pimiento rojo,50,g;
Zanahoria,50,g;
Tomate maduro,50,g;
Espárragos trigueros,30,g;
Aceite de oliva,15,g;
Sal,3,g;
Pimienta,3,g;","Pelar y trocear todas las verduras: pimientos, espárragos, zanahoria, ajo y rallar los tomates. Sofreír el ajo en muy poco aceite de oliva virgen extra. Incorporar los pimientos, la zanahoria y los espárragos. Remover y sofreír. Añadir el tomate rallado y sofreír 5 minutos más. Incorporar el arroz y remover. Añadir el caldo, y cuando empiece a hervir, bajar la intensidad del fuego y dejarlo cocer entre 12-15 minutos. Pasados los 15 minutos, dejar reposar el arroz unos 5 minutos. Listo para servir. Opcional: se puede añadir un chorrito de limón para “aliñar” el arroz antes de comer.
",
217,59,sp,Risotto de setas,"Caldo de verduras,280,ml;
Setas variadas,100,g;
Arroz,75,g;
Cebolla,60,g;
Queso Gran Padano,15,g;
Vino blanco,15,ml;
Ajo,15,g;
Aceite de oliva,10,ml;
Pimienta,3,g;","Limpiar las setas con un papel húmedo. Cortar la cebolla, el ajo y las setas.  Pochar la cebolla en una sartén honda con aceite de oliva. Añadir las setas y el ajo. Añadimos el arroz y dejamos que se 'tueste' un par de minutos. Luego vertemos el vino blanco y dejamos que se evapore el alcohol. Mezclamos bien, echamos un cucharón de caldo de verduras y comenzamos a remover el arroz, en movimientos continuados (en círculo). En el momento que veáis que el caldo esté casi consumido, añadimos un nuevo cucharón, y volvemos a remover el arroz. Este proceso lo vamos a repetir varias, añadiendo más caldo, pero siempre procurando que nunca llegue a quedarse sin líquido.Cuando llegamos al punto óptimo de cocción del arroz, retiramos la cazuela del fuego y añadimos el queso italiano Grana Padano rallado. Removemos con movimientos envolventes para que se vaya fundiendo el queso, y el arroz vaya adquiriendo cremosidad.  Lo servimos caliente en la mesa.",
218,60,sp,Arroz tres delicias,"Arroz,70,g;
Huevo,60,g
Guisantes,35,g;
Zanahoria,50,g;
Gambas quisquilla,30,g;
Maíz en lata;30,g;
Aceite de oliva,10,ml;
Salsa de soja,10,ml","Cortamos la zanahoria en dados pequeños y la ponemos a cocer en una cacerola con agua y un poco de sal. Abrimos la lata de guisantes. Batimos los huevos con la sal y  preparamos una tortilla francesa en dos tandas, usando una sartén bien caliente con media cucharada de aceite de oliva. La tortilla debe quedarnos bastante fina, tipo crêpe. Mientras tanto, ponemos en otro cazo con agua el arroz para cocer. En unos diez minutos estará listo, dependiendo de la variedad, momento en el que lo escurrimos y reservamos. Procedemos a preparar el plato de arroz tres delicias. Para ello, añadimos el arroz bien escurrido a la sartén, y sazonamos con las cucharadas de salsa de soja corresepondiente. Una vez bien salteado, agregamos los demás ingredientes, salteando para que todos se mezclen en la sartén y una vez listos lo servimos inmediatamente.",
219,61,sp,Arroz al curry,"Caldo de verduras,210,ml;
Arroz,70,g;
Garbanzos cocidos,60,g;
Cebolla,60,g;
Zanahoria,60,g;
Aceite de oliva,15,ml;
Jengibre,10,g;
Ajo,10,g;
Curry molido,8,g;","Lavamos el arroz en un colador para retirar su almidón. Lavamos también la zanahoria, la cortamos en trocitos pequeños y la reservamos. Pelamos la cebolla y el ajo y los picamos bien. En una sartén grande con dos cucharadas de aceite de oliva virgen extra, doramos la cebolla y cuando esté pochada, añadimos la zanahoria. Dejamos passar unos minutos y añadimos el ajo, el jengibre y las especias. Mientras tanto, habremos puesto a calentar el caldo de verduras en un cazo, reservándolo en caliente. Añadimos el arroz a la sartén, y lo sofreímos con el condimento que hemos elaborado un par de minutos, hasta que tome un color nacarado. Agregamos entonces el caldo a la sartén, removiendo ligeramente y dejamos cocer durante unos 10 minutos o hasta que el caldo se haya consumido. Servir y comer.",
220,62,sp,Ensalada de arroz con salmón o atún fresco y guisantes,"Salmón o atún,75,g;
Arroz,70,g;
Guisantes finos,30,g;
Zanahoria,40,g;
Pimiento,40,g;
Limón,30,g;
Aceite de oliva,10,ml;
Pimienta negra molida,3,g;","Lavar, pelar y trocear la zanahoria y el pimiento. Hervir el arroz al dente (12-15min) con agua. A parte, hervir los guisantes (congelados o frescos) y dejarlos enfriar. Hacer la vinagreta*. Combinar todos los ingredientes junto al salmón o atún en conserva o si es freco cocinarlo prèviamente a la plancha. Listo para servir. *Vinagreta: rallar y exprimir el limón, añadir el aceite de oliva, el vinagre y una pizca de sal y pimienta, remover bien. ",
221,63,sp,Ensalada de cous-cous,"Cous-cous,70,g;
Agua,70,g;
Tomate,40,g;
Pepino,40,g;
Limón,20,g;
Lima,20,g;
Aceite de oliva,15,ml;
Menta,5,g;","Hervir el agua con un poco de aceite y una pizca de sal. Quando hierva, agregar los vasos de cuscús correspondentes. Remover con una cuchara y dejar reposar durante, al menos, tres o cuatro minutos. Tapar. Pelar y cortar en dados el tomate y el pepino. Agregar al cuscús en un recipiente y añadir la verdura cortada. Poner un poco de menta fresca. Rociar con un zumo de limón y un chorrito de aceite de oliva. También podemos añadir unas aceitunas picadas. Servir con cuñas de lima.",
222,64,sp,Macarrones con salsa boloñesa,"Macarron,60,g;
carne picada magra,25,g;
zanahoria,30,g;
cebolla blanca,30,g;
Caldo de verdura,30,ml;
Tomate triturado,70,g;
Leche entera,10,ml;
Orégano fresco,1,g;
Pimienta negra molida,0.4,g;
Sal,2,g;
Aceite de oliva virgen extra,10,g.","Pelar y picar finamente la cebolla y la zanahoria. Precalentar una sartén con aceite. Añadir los vegetales y cocinar a fuego medio-suave durante 10 minutos. Revolver para evitar que se pegue. Añadir la carne picada magra. Condimentar con sal, orégano y pimienta e integrar todos los ingredientes. Cocinar la carne por 10 minutos. Añadir el caldo de verduras y subir el fuego por 2 o 3 minutos. Incorporar el tomate triturado junto con la leche y bajar el fuego. Dejar cocinar durante 20 minutos a fuego bajo. Añadir abundante agua en una olla y colocarla a fuego alto hasta que hierva. Añadir los macarrones y sal cuando el agua este hirviendo. Bajar el fuego y cocinar durante 7-8 minutos. Pasado este tiempo, escurrir los macarrones e incorporarlos a la sartén de la salsa. Mezclar los ingredientes con el fuego ya apagado. Servir.",
223,65,sp,Espaguetis verdes,"Espaguetis,60,g;
Espinaca,80,g;
Cebolla,40,g;
Albahaca fresca,5,g;
Queso fresco,25,g;
Ajo fresco,0.3,g;
Leche entera,25,ml;
Nuez,7,g;
Aceite de oliva virgen extra,7,g.","Lavar las espinacas. Añadirlas a una sartén precalentada con un poco de agua para evitar que se pegue. Condimentar con sal y cocinar durante 3 minutos. Reservar. Pelar y picar muy fino la cebolla y el ajo. En una sartén añadir aceite y cocinar la cebolla y el ajo durante 10 minutos o hasta que estén dorados. Mientras tanto colocar en una olla abundante agua y colocarla a fuego alto hasta que hierva. Agregar sal y lo espaguetis. Cocinar durante 8 minutos. Triturar con una batidora de mano, las espinacas, las albahacas, el queso fresco, la leche, las nueces y un poco de agua. Triturar hasta que quede una salsa densa. Añadir la salsa a la sartén con el ajo y cebolla, condimentar con sal y cocinar a fuego suave durante 5 minutos. Cuando los tallarines estén listos, reservar parte del agua de cocción en un recipiente aparte, y escurrir el resto. Integrar en la sartén los tallarines con la salsa. Si la salsa no esta fluida agregar agua de cocción. Servir.",
